sound,person,word,utter,phoneme,part_word,poa_prev,moa_prev,poa_next,moa_next,f1,f2,time,start,end,duration,ln_f1,ln_f2,norm_f1,norm_f2
T_POKEMAN_total_-26,A,boli,u2,i,root,dental,lateral,none,none,322.8040942,2273.752192,165.8417256,62,165.8107256,165.8727256,5.77704562,7.729186694,-0.44882438,0.386776694
T_POKEMAN_total_221,A,boli ,u3,i,root,dental,lateral,none,none,321.3813451,2227.928351,1566.489759,59.59847551,1564.221752,1564.28135,5.772628409,7.708827442,-0.453241591,0.366417442
T_POKEMAN_total_221,A,boli ,u2,i,root,dental,lateral,none,none,339.6523031,2293.686512,1564.251551,81.89288189,1563.810056,1563.891949,5.827922456,7.737915633,-0.397947544,0.395505633
T_POKEMAN_total_129,A,gibil,u1,i,root,labial,stop,dental,lateral,364.3931319,1850.915186,756.5774898,60.12680363,756.5474264,756.6075532,5.898233318,7.523435491,-0.327636682,0.181025491
T_POKEMAN_total_150,A,gibil,u1,i,pref,velar,stop,labial,stop,392.0871457,1718.824755,943.4609405,50.36412236,943.4357584,943.4861225,5.971484126,7.449396054,-0.254385874,0.106986054
T_POKEMAN_total_140,A,gə̀nánbi,u1,i,pref,velar,stop,dental,nasal,384.8872568,1733.524319,850.7405265,38.19186219,850.7214306,850.7596224,5.952950452,7.457911794,-0.272919548,0.115501794
T_POKEMAN_total_140,A,gə̀nánbi,u2,i,pref,velar,stop,dental,nasal,431.0419498,1822.788997,851.4114722,42.43540244,851.3902545,851.4326899,6.066205417,7.508123023,-0.159664583,0.165713023
T_POKEMAN_total_140,A,gə̀nánbi,u3,i,pref,velar,stop,dental,nasal,444.119912,1849.007234,852.0988992,38.19186219,852.0798033,852.1179951,6.096094598,7.522404144,-0.129775402,0.179994144
T_POKEMAN_total_140,A,gə̀nánbi,u1,i,root,labial,stop,none,none,333.4227897,2010.871857,851.0914139,99.192099,851.0418179,851.14101,5.809411323,7.606323667,-0.416458677,0.263913667
T_POKEMAN_total_144,A,gə̀tèmì,u1,i,pref,velar,stop,dental,stop,306.4072582,2020.789151,890.5976564,32.76268614,890.5812751,890.6140378,5.724915126,7.611243383,-0.500954874,0.268833383
T_POKEMAN_total_144,A,gə̀tèmì,u3,i,pref,velar,stop,dental,stop,286.9037433,2043.650787,891.9729747,39.16044955,891.9533945,891.9925549,5.65914677,7.622493089,-0.56672323,0.280083089
T_POKEMAN_total_144,A,gə̀tèmì,u2,i,pref,velar,stop,dental,stop,288.2463384,2116.716455,891.3117235,44.48815453,891.2894794,891.3339675,5.663815456,7.657621325,-0.562054544,0.315211325
T_POKEMAN_total_146,A,gibabal,u1,i,pref,velar,stop,labial,stop,435.2799315,1302.639763,910.7148693,26.80753113,910.7014656,910.7282731,6.075989345,7.172148072,-0.149880655,-0.170261928
T_POKEMAN_total_146,A,gibabal,u3,i,pref,velar,stop,labial,stop,316.5909946,1521.328574,912.3918502,18.35268706,912.3826739,912.4010265,5.757610703,7.327339294,-0.468259297,-0.015070706
T_POKEMAN_total_150,A,gibil,u2,i,pref,velar,stop,labial,stop,366.9149632,1727.70615,944.2604278,47.31175131,944.2367719,944.2840837,5.905130113,7.454549883,-0.320739887,0.112139883
T_POKEMAN_total_149,A,gibil,u2,i,root,labial,stop,dental,lateral,532.5556454,1736.170498,932.3521445,83.94020394,932.3101744,932.3941146,6.277687391,7.459437104,0.051817391,0.117027104
T_POKEMAN_total_150,A,gibil,u2,i,root,labial,stop,dental,lateral,376.5317201,1894.761305,944.4556655,54.94267894,944.4281942,944.4831369,5.931002294,7.546848149,-0.294867706,0.204438149
T_POKEMAN_total_149,A,gibil,u3,i,pref,velar,stop,labial,stop,501.5128329,1696.995396,932.8616342,42.73319473,932.8402676,932.8830008,6.217629196,7.436614552,-0.008240804,0.094204552
T_POKEMAN_total_150,A,gibil,u3,i,root,labial,stop,dental,lateral,322.7661585,1865.012916,945.1266471,69.08131011,945.0921065,945.1611878,5.776928094,7.531023258,-0.448941906,0.188613258
T_POKEMAN_total_155,A,gɩja,u3,i,pref,velar,stop,palatal,affricate,349.9150514,1955.541715,985.7168514,54.26078691,985.5221093,985.5763701,5.857690415,7.578422526,-0.368179585,0.236012526
T_POKEMAN_total_155,A,gɩja,u2,i,pref,velar,stop,palatal,affricate,364.0725719,1994.902703,985.0514213,35.21020762,984.8397799,984.8749902,5.897353221,7.598350558,-0.328516779,0.255940558
T_POKEMAN_total_155,A,gɩja,u1,i,pref,velar,stop,palatal,affricate,380.6142761,2224.860071,984.313835,42.58429858,984.0923761,984.1349604,5.941786464,7.707449303,-0.284083536,0.365039303
T_POKEMAN_total_160,A,gikiʔ,u1,i,pref,velar,stop,velar,stop,329.0397011,1969.092225,1029.962268,80.0179108,1029.161604,1029.241622,5.796178416,7.585327916,-0.429691584,0.242917916
T_POKEMAN_total_160,A,gikiʔ,u2,i,pref,velar,stop,velar,stop,314.8938225,2123.785605,1030.680993,81.45434789,1029.921541,1030.002995,5.752235511,7.660955438,-0.473634489,0.318545438
T_POKEMAN_total_160,A,gikiʔ,u3,i,pref,velar,stop,velar,stop,311.4246948,2177.343857,1031.371527,76.89964001,1030.642543,1030.719443,5.741157559,7.685860999,-0.484712441,0.343450999
T_POKEMAN_total_162,A,gimal,u1,i,pref ,velar,stop,labial,nasal,494.6180204,1443.022693,1053.399852,34.85959061,1052.498428,1052.533288,6.203785789,7.274495285,-0.022084211,-0.067914715
T_POKEMAN_total_162,A,gimal,u2,i,pref ,velar,stop,labial,nasal,491.2724127,1614.207834,1054.295435,23.32925914,1053.388188,1053.411517,6.196998786,7.38659961,-0.028871214,0.04418961
T_POKEMAN_total_164,A,gipini,u2,i,pref,velar,stop,labial,stop,303.0449485,2022.182765,1072.310903,40.35535922,1071.651979,1071.692334,5.713881139,7.611932784,-0.511988861,0.269522784
T_POKEMAN_total_164,A,gipini,u1,i,root,labial,stop,dental,nasal,365.2994281,2198.932799,1071.672157,72.6690804,1071.15285,1071.225519,5.900717368,7.69572743,-0.325152632,0.35331743
T_POKEMAN_total_164,A,gipini,u1,i,pref,velar,stop,labial,stop,316.863101,2199.154525,1071.336121,49.66813443,1070.988043,1071.037711,5.758469823,7.695828259,-0.467400177,0.353418259
T_POKEMAN_total_139,A,giya ,u3,i,root,velar,stop,palatal,glide,420.5734764,2330.308375,837.2074101,53.11442383,837.1808529,837.2339673,6.0416192,7.753755888,-0.1842508,0.411345888
T_POKEMAN_total_175,A,gucuguli,u3,i,root,dental,lateral,none,none,327.4207029,1795.375209,1154.192755,80.58700723,1150.794976,1150.875563,5.791245897,7.492969309,-0.434624103,0.150559309
T_POKEMAN_total_175,A,gucuguli,u2,i,root,dental,lateral,none,none,297.599362,2066.413908,1153.920519,93.54632703,1150.178921,1150.272467,5.695748159,7.633569972,-0.530121841,0.291159972
T_POKEMAN_total_174,A,gucuguli,u3,i,root,dental,lateral,none,none,302.062382,2182.967408,1148.283798,81.29815142,1146.28238,1146.363678,5.710633559,7.688440427,-0.515236441,0.346030427
T_POKEMAN_total_154,A,gwini,u1,i,root,labial,glide,dental,nasal,373.8882419,2218.53541,975.3411006,70.31989535,975.1605064,975.2308263,5.923956934,7.704602532,-0.301913066,0.362192532
T_POKEMAN_total_154,A,gwini,u1,i,root,dental,nasal,none,none,345.0979225,2314.956573,975.9257224,73.51625423,975.3043425,975.3778588,5.84382821,7.747146207,-0.38204179,0.404736207
T_POKEMAN_total_154,A,gwini,u2,i,root,labial,glide,dental,nasal,329.3042502,2364.728403,976.0827256,49.13572914,975.9011545,975.9502902,5.796982096,7.768418454,-0.428887904,0.426008454
T_POKEMAN_total_188,A,ikitiki,u2,i,root,velar,stop,dental,stop,275.708402,1578.966394,1280.464245,41.86453198,1280.132762,1280.174626,5.619343793,7.364525731,-0.606526207,0.022115731
T_POKEMAN_total_188,A,ikitiki,u2,i,root,dental,stop,velar,stop,319.9049295,1915.688483,1280.900505,52.66828217,1280.257005,1280.309673,5.768023856,7.557832358,-0.457846144,0.215422358
T_POKEMAN_total_188,A,ikitiki,u3,i,pref ,none,none,velar,stop,267.78428,1927.185041,1281.194078,34.7083096,1280.883151,1280.917859,5.590181731,7.563815689,-0.635688269,0.221405689
T_POKEMAN_total_188,A,ikitiki,u3,i,root,velar,stop,dental,stop,316.2364515,1945.903205,1283.186643,52.7566306,1280.977557,1281.030314,5.756490198,7.573481521,-0.469379802,0.231071521
T_POKEMAN_total_188,A,ikitiki,u1,i,root,velar,stop,dental,stop,344.8279048,2060.321125,1280.035528,34.27918868,1279.474715,1279.508995,5.843045466,7.630617136,-0.382824534,0.288207136
T_POKEMAN_total_180,A,isi,u1,i,pref ,none,none,dental,fricative,304.9265659,2168.821012,1181.072658,54.68573372,1180.379192,1180.433878,5.72007098,7.681938986,-0.50579902,0.339528986
T_POKEMAN_total_184,A,keni,u1,i,root,dental,nasal,none,none,364.0421575,2359.228756,1241.559736,93.1986932,1240.763527,1240.856726,5.897269678,7.766090046,-0.328600322,0.423680046
T_POKEMAN_total_186,A,kine,u1,i,root,velar,stop,dental,nasal,308.3559769,2425.314942,1253.381726,56,1252.592726,1252.648726,5.731254885,7.793716668,-0.494615115,0.451306668
T_POKEMAN_total_188,A,kitiki ,u1,i,root,velar,stop,dental,stop,289.4945678,1759.740547,1274.276395,41.5275436,1273.940065,1273.981592,5.668136533,7.472921661,-0.557733467,0.130511661
T_POKEMAN_total_188,A,kitiki ,u1,i,root,dental,stop,velar,stop,339.9048158,1973.21814,1274.743779,46.59305765,1274.062798,1274.109391,5.828665625,7.587421063,-0.397204375,0.245011063
T_POKEMAN_total_188,A,kitiki ,u2,i,root,velar,stop,dental,stop,276.4809409,1987.734573,1275.057747,24.41973073,1274.73157,1274.755989,5.622141889,7.594750864,-0.603728111,0.252340864
T_POKEMAN_total_-72,A,mbwɩ,u3,i,root,labial,glide,none,none,411.0978164,1859.586191,551.211914,62.5807905,551.1806236,551.2432044,6.018831182,7.528109264,-0.207038818,0.185699264
T_POKEMAN_total_206,A,muti,u1,i,root,dental,stop,none,none,381.4877634,2272.655285,1435.817605,123.6077167,1435.01447,1435.138078,5.944078775,7.728704156,-0.281791225,0.386294156
T_POKEMAN_total_206,A,muti,u2,i,root,dental,stop,none,none,325.5805842,2324.483029,1436.444948,126.9340922,1435.754138,1435.881072,5.785610002,7.75125294,-0.440259998,0.40884294
T_POKEMAN_total_207,A,mwi,u2,i,root,labial,glide,none,none,407.6512778,2250.637542,1454.597545,80.4039204,1449.630482,1449.710886,6.010412098,7.718968807,-0.215457902,0.376558807
T_POKEMAN_total_219,A,nile,u1,i,root,dental,nasal,dental,lateral,364.9794238,2268.204829,1541.368028,43.37431937,1540.601351,1540.644726,5.899840979,7.726743973,-0.326029021,0.384333973
T_POKEMAN_total_231,A,owi,u1,i,root,labial,glide,none,none,342.7759567,2162.59643,1665.697726,68,1664.900726,1664.968726,5.837077046,7.67906483,-0.388792954,0.33665483
T_POKEMAN_total_233,A,pagi,u2,i,root,velar,stop,none,none,382.0286854,1859.481997,1679.451105,77.34405518,1674.900208,1674.977552,5.945495698,7.528053232,-0.280374302,0.185643232
T_POKEMAN_total_-15,A, ɩbɔmbwa,u2,ɩ,pref,none,none,labial,stop,414.8651745,2169.92638,49.57743209,65.41292941,49.54472562,49.61013855,6.027953587,7.68244852,-0.197916413,0.34003852
T_POKEMAN_total_-15,A, ɩbɔmbwa,u3,ɩ,pref,none,none,labial,stop,414.6792956,2261.332108,50.27559108,72.996337,50.23909291,50.31208925,6.02750544,7.723709347,-0.19836456,0.381299347
T_POKEMAN_total_-17,A,bənɛ,u3,ɩ,root,labial,stop,dental,nasal,472.0539771,1710.946708,68.54724161,50.96802297,68.5217576,68.57272562,6.157093337,7.444802127,-0.068776663,0.102392127
T_POKEMAN_total_-17,A,bənɛ,u1,ɩ,root,labial,stop,dental,nasal,498.2353582,1755.224184,67.00397737,61.49650846,66.97322912,67.03472562,6.211072572,7.470351868,-0.014797428,0.127941868
T_POKEMAN_total_-17,A,bənɛ,u2,ɩ,root,labial,stop,dental,nasal,458.2669906,1755.224184,67.8436095,45.76774577,67.82072562,67.86649337,6.127451963,7.470351868,-0.098418037,0.127941868
T_POKEMAN_total_-34,A,caŋɩ,u2,ɩ,root,velar,nasal,none,none,454.1996236,2165.367363,219.5322702,78.46827047,219.4930361,219.5715044,6.118536801,7.680345309,-0.107333199,0.337935309
T_POKEMAN_total_-35,A,carɩ,u1,ɩ,root,dental,thrill,none,none,385.3964641,2060.371284,223.3903567,104.5250965,223.3380941,223.4426192,5.954272581,7.63064148,-0.271597419,0.28823148
T_POKEMAN_total_-55,A,ɔɲɩn,u1,ɩ, root ,palatal,nasal,dental,nasal,461.6628834,1585.311438,399.9384082,76.16821764,399.9003241,399.9764924,6.134834935,7.368536158,-0.091035065,0.026126158
T_POKEMAN_total_-55,A,ɔɲɩn,u2,ɩ, root ,palatal,nasal,dental,nasal,476.8707102,1591.632751,400.6939889,92.18515535,400.6478964,400.7400815,6.167245406,7.372515656,-0.058624594,0.030105656
T_POKEMAN_total_-55,A,ɔɲɩn,u3,ɩ, root ,palatal,nasal,dental,nasal,387.995935,1609.232081,401.2920408,67.04374934,401.2585189,401.3255627,5.960994863,7.383512376,-0.264875137,0.041102376
T_POKEMAN_total_-60,A,ɔsɩ,u2,ɩ,root,dental,fricative,none,none,325.4883949,1483.177209,433.6203927,132.1733595,433.554306,433.6864793,5.785326808,7.301941829,-0.440543192,-0.040468171
T_POKEMAN_total_-61,A,ɔsɩn,u3,ɩ,root,dental,fricative,dental,nasal,519.7924539,1653.696795,447.8336132,65.79344359,447.8007165,447.86651,6.253429605,7.410768543,0.027559605,0.068358543
T_POKEMAN_total_-61,A,ɔsɩn,u2,ɩ,root,dental,fricative,dental,nasal,503.8737797,1690.035889,447.0785452,63.59953114,447.0467454,447.1103449,6.2223258,7.432505044,-0.0035442,0.090095044
T_POKEMAN_total_-63,A,darɩsɩn,u2,ɩ,root,dental,thrill,dental,fricative,385.0424581,1406.44476,473.5163743,38.33448822,473.4972071,473.5355415,5.953353609,7.248820352,-0.272516391,-0.093589648
T_POKEMAN_total_-63,A,darɩsɩn,u1,ɩ,root,dental,thrill,dental,fricative,492.324314,1781.130216,472.7488919,52.7099213,472.7225369,472.7752468,6.199137674,7.485003395,-0.026732326,0.142593395
T_POKEMAN_total_-63,A,darɩsɩn,u2,ɩ,root,dental,fricative,dental,nasal,431.9853309,1819.722567,473.6960672,62.29354336,473.6649204,473.727214,6.068391631,7.506439333,-0.157478369,0.164029333
T_POKEMAN_total_-68,A,fʋŋ gafwi li,u2,ɩ,root,labial,glide,none,none,376.8471307,1641.73276,501.793541,54.14153883,501.7664702,501.8206118,5.931839616,7.403507524,-0.294030384,0.061097524
T_POKEMAN_total_-68,A,fʋŋ gafwi li,u1,ɩ,root,labial,glide,none,none,383.8665593,1821.244326,500.9087397,73.63820692,500.8719206,500.9455588,5.95029499,7.507275242,-0.27557501,0.164865242
T_POKEMAN_total_-68,A,fʋŋ gafwi li,u3,ɩ,root,labial,glide,none,none,350.3342789,1879.944462,502.5474702,55.04655964,502.5199469,502.5749935,5.858887781,7.538997514,-0.366982219,0.196587514
T_POKEMAN_total_-68,A,fʋŋ gafwi li,u3,ɩ,root,dental,lateral,none,none,389.1190105,2009.425249,502.6692399,61.71886989,502.6383804,502.7000993,5.963885236,7.605604014,-0.261984764,0.263194014
T_POKEMAN_total_-41,A,fwiʔ,u2,ɩ,root,labial,glide,glottal,stop,367.2263609,1874.273216,277.3911851,93.46955747,277.3444504,277.4379199,5.905978445,7.535976245,-0.319891555,0.193566245
T_POKEMAN_total_-70,A,fwiʔ,u3,ɩ,root,labial,glide,glottal,stop,411.8586951,2101.122206,534.3554064,58.00486039,534.3264039,534.3844088,6.020680317,7.650226865,-0.205189683,0.307816865
T_POKEMAN_total_-70,A,fwiʔ,u2,ɩ,root,labial,glide,glottal,stop,502.1578741,2111.700934,533.6639807,85.89074118,533.6210353,533.706926,6.21891456,7.655249032,-0.00695544,0.312839032
T_POKEMAN_total_-73,A,gabwɩɩ,u2,ɩ,root,labial,glide,none,none,344.1466928,2330.388255,564.229494,106.260804,564.1763635,564.2826244,5.841067999,7.753790166,-0.384802001,0.411380166
T_POKEMAN_total_120,A,gasɩ,u1,ɩ,root,dental,fricative,none,none,335.3913057,2154.450588,665.6495157,116.804576,665.5911134,665.707918,5.815297927,7.675291022,-0.410572073,0.332881022
T_POKEMAN_total_-72,A,gɔbwɩ,u1,ɩ,root,labial,glide,none,none,357.7296179,1916.360915,555.5840614,62.41044791,555.5528562,555.6152666,5.879777444,7.55818331,-0.346092556,0.21577331
T_POKEMAN_total_124,A,gɔcwɩ ,u1,ɩ,root,labial,glide,none,none,335.1843038,2153.987829,710.6494055,97.81972849,710.6004957,710.6983154,5.814680541,7.675076207,-0.411189459,0.332666207
T_POKEMAN_total_132,A,gəcɛ,u3,ɩ,pref,velar,stop,palatal,affricate,308.976871,2300.34191,774.4955234,39.54864036,774.4757491,774.5152978,5.733266423,7.740813047,-0.492603577,0.398403047
T_POKEMAN_total_133,A,gɩdàn,u2,ɩ,pref,velar,stop,dental,stop,429.8283228,1723.559402,779.2615111,60.04923488,779.2314865,779.2915358,6.06338588,7.452146851,-0.16248412,0.109736851
T_POKEMAN_total_133,A,gɩdàn,u1,ɩ,pref,velar,stop,dental,stop,470.9193526,1862.357961,778.5290089,39.23402865,778.5093919,778.548626,6.154686853,7.529598685,-0.071183147,0.187188685
T_POKEMAN_total_133,A,gɩdàn,u3,ɩ,pref,velar,stop,dental,stop,421.999576,1879.445783,779.9072284,48.60800486,779.8829244,779.9315324,6.045004309,7.538732216,-0.180865691,0.196322216
T_POKEMAN_total_134,A,gədɔbwɩ,u1,ɩ,pref,velar,stop,dental,stop,439.389936,1754.425265,783.8488929,43.62256846,783.8270816,783.8707041,6.085387256,7.469896598,-0.140482744,0.127486598
T_POKEMAN_total_134,A,gədɔbwɩ,u2,ɩ,pref,velar,stop,dental,stop,445.7924239,1872.678989,784.6127423,60.57428808,784.5824551,784.6430294,6.099853426,7.535125299,-0.126016574,0.192715299
T_POKEMAN_total_134,A,gədɔbwɩ,u3,ɩ,pref,velar,stop,dental,stop,406.2392362,2002.143671,785.3659253,34.89805477,785.3484763,785.3833744,6.006942238,7.601973721,-0.218927762,0.259563721
T_POKEMAN_total_127,A,gəg̀bà,u2,ɩ,pref,velar,stop,labiovelar,stop,497.8021723,1599.854228,746.506134,54.18425597,746.4790419,746.5332261,6.210202754,7.377667797,-0.015667246,0.035257797
T_POKEMAN_total_135,A,gə̀-jàl,u2,ɩ,pref,velar,stop,palatal,affricate,411.1288409,1771.752083,790.2860097,42.27520808,790.2648721,790.3071473,6.018906647,7.479724213,-0.206963353,0.137314213
T_POKEMAN_total_135,A,gə̀-jàl,u3,ɩ,pref,velar,stop,palatal,affricate,416.6336357,1951.689891,790.9655898,41.55509001,790.9448123,790.9863674,6.032207264,7.576450887,-0.193662736,0.234040887
T_POKEMAN_total_135,A,gə̀-jàl,u1,ɩ,pref,velar,stop,palatal,affricate,420.5404377,2069.982972,789.5078613,51.73130991,789.4819956,789.5337269,6.041540641,7.63529566,-0.184329359,0.29288566
T_POKEMAN_total_136,A,gəkan,u3,ɩ,pref,velar,stop,velar,stop,395.5861731,1752.720379,799.3387881,60.26335477,799.3086565,799.3689198,5.980368647,7.468924362,-0.245501353,0.126514362
T_POKEMAN_total_136,A,gəkan,u2,ɩ,pref,velar,stop,velar,stop,398.5710555,1776.472528,798.5616066,61.67963874,798.5307668,798.5924464,5.98788579,7.482384951,-0.23798421,0.139974951
T_POKEMAN_total_136,A,gəkan,u1,ɩ,pref,velar,stop,velar,stop,471.3333891,1823.061857,797.8627414,57.70030721,797.8338913,797.8915916,6.155565676,7.508272706,-0.070304324,0.165862706
T_POKEMAN_total_139,A,gəkpaŋalaŋ,u2,ɩ,pref,velar,stop,labiovelar,stop,325.931856,1525.871008,843.0778814,21.32733739,843.0672178,843.0885451,5.786688329,7.330320679,-0.439181671,-0.012089321
T_POKEMAN_total_139,A,gəkpaŋalaŋ,u1,ɩ,pref,velar,stop,labiovelar,stop,432.7849767,1603.015271,842.3773937,48.76201469,842.3530127,842.4017747,6.070241015,7.379641679,-0.155628985,0.037231679
T_POKEMAN_total_139,A,gəkpaŋalaŋ,u3,ɩ,pref,velar,stop,labiovelar,stop,369.3593073,1648.436527,843.738881,47.46254972,843.7151497,843.7626123,5.911769903,7.407582558,-0.314100097,0.065172558
T_POKEMAN_total_142,A,gəŋməlɩ,u1,ɩ,pref ,velar,stop,labiovelar,nasal,362.9242891,1820.346391,872.5558961,54.34086605,872.5287256,872.5830665,5.894194243,7.506782087,-0.331675757,0.164372087
T_POKEMAN_total_142,A,gəŋməlɩ,u2,ɩ, root ,labiovelar,nasal,dental,lateral,352.438071,1831.73052,873.1785236,41.01643233,873.1580154,873.1990319,5.864874922,7.513016438,-0.360995078,0.170606438
T_POKEMAN_total_128,A,gɩbábɩ,u1,ɩ,pref,velar,stop,labial,stop,403.6771665,1728.766558,749.8243209,22.42238003,749.8131097,749.8355321,6.000615466,7.455163461,-0.225254534,0.112753461
T_POKEMAN_total_128,A,gɩbábɩ,u3,ɩ,pref,velar,stop,labial,stop,370.2457233,1732.716749,751.1980557,21.85430285,751.1871286,751.2089829,5.914166902,7.457445831,-0.311703098,0.115035831
T_POKEMAN_total_128,A,gɩbábɩ,u2,ɩ,root,labial,stop,none,none,298.5418915,1866.516247,750.8703517,91.94548243,750.824379,750.9163245,5.698910263,7.531829003,-0.526959737,0.189419003
T_POKEMAN_total_128,A,gɩbábɩ,u2,ɩ,pref,velar,stop,labial,stop,415.8319318,1906.9702,750.5582853,21.24861794,750.5476609,750.5689096,6.030281169,7.553270979,-0.195588831,0.210860979
T_POKEMAN_total_148,A,gɩbɩ,u2,ɩ,pref,velar,stop,labial,stop,356.4877247,1513.505517,926.9677538,81.01838584,926.9272446,927.008263,5.876299806,7.322183774,-0.349570194,-0.020226226
T_POKEMAN_total_129,A,gɩbɩl,u2,ɩ,root,labial,stop,dental,lateral,322.140595,1601.477449,757.3076936,44.81693913,757.2852851,757.3301021,5.774988081,7.378681888,-0.450881919,0.036271888
T_POKEMAN_total_129,A,gɩbɩl,u2,ɩ,pref,velar,stop,labial,stop,350.9189672,1905.789911,757.1355347,47.34809935,757.1118607,757.1592087,5.860555334,7.552651853,-0.365314666,0.210241853
T_POKEMAN_total_131,A,gɩcaʔ,u1,ɩ,pref,velar,stop,palatal,affricate,397.6425973,1965.265235,767.1613513,36.78741283,767.1429576,767.179745,5.985553605,7.583382495,-0.240316395,0.240972495
T_POKEMAN_total_131,A,gɩcaʔ,u3,ɩ,pref,velar,stop,palatal,affricate,363.9590021,2025.246558,768.6008987,50.81081081,768.5754933,768.6263041,5.89704123,7.613446729,-0.32882877,0.271036729
T_POKEMAN_total_131,A,gɩcaʔ,u2,ɩ,pref,velar,stop,palatal,affricate,395.5434793,2072.353423,767.8858286,42.1003861,767.8647784,767.9068788,5.980260716,7.63644016,-0.245609284,0.29403016
T_POKEMAN_total_141,A,gɩdɔbwɩ,u2,ɩ,pref,velar,stop,dental,stop,447.3870832,1653.878644,860.6969642,34.74135597,860.6795935,860.7143349,6.103424178,7.410878502,-0.122445822,0.068468502
T_POKEMAN_total_141,A,gɩdɔbwɩ,u1,ɩ,pref,velar,stop,dental,stop,392.9639142,1830.487022,860.0250308,39.66630632,860.0051976,860.0448639,5.973717786,7.512337343,-0.252152214,0.169927343
T_POKEMAN_total_134,A,gɩdɔbwɩ,u3,ɩ,root,labial,glide,none,none,305.296747,1808.422862,785.6694182,76.28259002,785.6312769,785.7075595,5.721284245,7.500210397,-0.504585755,0.157800397
T_POKEMAN_total_134,A,gɩdɔbwɩ,u2,ɩ,root,labial,glide,none,none,390.9863437,1830.741333,784.9453753,52.69616878,784.9190273,784.9717234,5.968672633,7.512476264,-0.257197367,0.170066264
T_POKEMAN_total_153,A,gɩfɛ,u1,ɩ,pref,velar,stop,labial,fricative,438.9504998,1674.733982,969.1660991,43.41887325,968.9496829,968.9931018,6.08438665,7.423409615,-0.14148335,0.080999615
T_POKEMAN_total_159,A,gɩkɛlɩ,u1,ɩ,pref,velar,stop,velar,stop,351.671825,1869.034271,1023.525254,33.35273735,1023.119516,1023.152869,5.862698425,7.533177144,-0.363171575,0.190767144
T_POKEMAN_total_159,A,gɩkɛlɩ,u2,ɩ,pref,velar,stop,velar,stop,300.2757756,1936.709935,1024.269769,48.4542165,1023.873475,1023.92193,5.704701304,7.568745903,-0.521168696,0.226335903
T_POKEMAN_total_159,A,gɩkɛlɩ,u3,ɩ,pref,velar,stop,velar,stop,285.1453427,1996.816058,1026.307259,44.46537982,1024.62535,1024.669816,5.652999025,7.59930922,-0.572870975,0.25689922
T_POKEMAN_total_159,A,gɩkɛlɩ,u1,ɩ,root,dental,lateral,glottal,stop,354.0149516,2149.124511,1024.117371,114.0021061,1023.468253,1023.582255,5.869339148,7.672815834,-0.356530852,0.330405834
T_POKEMAN_total_159,A,gɩkɛlɩ,u2,ɩ,root,dental,lateral,glottal,stop,343.1881015,2194.340868,1024.847053,76.0014041,1024.231768,1024.307769,5.838278698,7.693636992,-0.387591302,0.351226992
T_POKEMAN_total_259,A,gɩkɩɩ,u3,ɩ,pref,velar,stop,velar,stop,319.0290838,1624.686542,1887.662726,61.13990831,1886.388934,1886.450074,5.76528227,7.393070179,-0.46058773,0.050660179
T_POKEMAN_total_259,A,gɩkɩɩ,u1,ɩ,pref,velar,stop,velar,stop,316.2874962,2168.101397,1885.713809,56.7814739,1884.988377,1885.045158,5.756651598,7.681607131,-0.469218402,0.339197131
T_POKEMAN_total_259,A,gɩkɩɩ,u2,ɩ,pref,velar,stop,velar,stop,319.0228468,2427.497305,1886.419504,55.72274245,1885.685948,1885.74167,5.76526272,7.79461609,-0.46060728,0.45220609
T_POKEMAN_total_183,A,gɩkpɩgɩ,u3,ɩ,root,labiovelar,stop,velar,stop,403.6229124,1318.806045,1228.670685,29.8226875,1216.592058,1216.62188,6.000481057,7.184482095,-0.225388943,-0.157927905
T_POKEMAN_total_183,A,gɩkpɩgɩ,u2,ɩ,root,labiovelar,stop,velar,stop,480.5261707,1513.68684,1216.448366,51.18657637,1215.815168,1215.866354,6.174881692,7.32230357,-0.050988308,-0.02010643
T_POKEMAN_total_183,A,gɩkpɩgɩ,u2,ɩ,pref ,velar,stop,labiovelar,stop,402.8989222,1843.280492,1215.978325,52.25296338,1215.654143,1215.706396,5.998685717,7.519302139,-0.227184283,0.176892139
T_POKEMAN_total_183,A,gɩkpɩgɩ,u1,ɩ,pref ,velar,stop,labiovelar,stop,451.9262778,1881.00445,1215.147645,43.59188578,1214.823771,1214.867362,6.113519064,7.539561195,-0.112350936,0.197151195
T_POKEMAN_total_183,A,gɩkpɩgɩ,u3,ɩ,pref ,velar,stop,labiovelar,stop,455.3196588,1927.738501,1216.737782,65.06768182,1216.415833,1216.4809,6.120999719,7.564102834,-0.104870281,0.221692834
T_POKEMAN_total_183,A,gɩkpɩgɩ,u2,ɩ,root,velar,stop,none,none,394.6470249,2047.676123,1216.606969,83.1781866,1215.936736,1216.019914,5.977991758,7.624460831,-0.247878242,0.282050831
T_POKEMAN_total_159,A,gɩlal ,u1,ɩ,pref,velar,stop,dental,lateral,531.295192,1788.100192,1016.744592,58.36729037,1016.019408,1016.077775,6.275317784,7.48890899,0.049447784,0.14649899
T_POKEMAN_total_159,A,gɩlal ,u2,ɩ,pref,velar,stop,dental,lateral,502.2920192,1805.517492,1017.391237,49.22338029,1016.719981,1016.769204,6.219181662,7.498602529,-0.006688338,0.156192529
