sound,person,word,utter,phoneme,part_word,poa_prev,moa_prev,poa_next,moa_next,f1,f2,time,start,end,duration,ln_f1,ln_f2,norm_f1,norm_f2
T_POKEMAN_total_-75,A,gafwal,u2, a,pref,velar,stop,labial,fricative,578.1545459,1370.136108,588.062922,67.43474097,588.0292046,588.0966393,6.359841213,7.222665363,0.133971213,-0.119744637
T_POKEMAN_total_161,A, akondel,u1,a,pref,none,none,velar,stop,647.1503411,1461.058348,1041.006756,69.39726165,1040.614004,1040.683401,6.472578634,7.286916348,0.246708634,-0.055493652
T_POKEMAN_total_161,A, akondel,u2,a,pref,none,none,velar,stop,691.7204602,1507.595829,1041.758619,66.69615199,1041.360719,1041.427416,6.539181915,7.318271495,0.313311915,-0.024138505
T_POKEMAN_total_161,A, akondel,u3,a,pref,none,none,velar,stop,701.6026914,1603.383657,1042.457863,91.95746465,1042.06293,1042.154887,6.553367277,7.379871461,0.327497277,0.037461461
T_POKEMAN_total_-15,A, ɩbɔmbwa,u1,a,root,labial,glide,none,none,774.4401236,1366.518876,49.13158079,106.8329868,49.07816429,49.18499728,6.652140347,7.220021819,0.426270347,-0.122388181
T_POKEMAN_total_-15,A, ɩbɔmbwa,u2,a,root,labial,glide,none,none,771.5539591,1387.161354,49.98947426,121.4972791,49.92872562,50.0502229,6.64840661,7.235014747,0.42253661,-0.107395253
T_POKEMAN_total_182,A, kabwɩɲansɛ ,u2,a, root ,velar,stop,labial,stop,682.6557412,1494.303416,1192.845207,104.4205455,1192.321461,1192.425882,6.525990693,7.309415435,0.300120693,-0.032994565
T_POKEMAN_total_182,A, kabwɩɲansɛ ,u3,a, root ,velar,stop,labial,stop,650.8076661,1536.604514,1193.691609,118.9965659,1193.1744,1193.293396,6.478214155,7.3373304,0.252344155,-0.0050796
T_POKEMAN_total_-71,A,aba,u1,a,pref ,none,none,labial,stop,829.5603829,1789.299155,543.2681946,66.14370993,543.2351227,543.3012664,6.720895901,7.489579289,0.495025901,0.147169289
T_POKEMAN_total_-71,A,aba,u2,a,pref ,none,none,labial,stop,757.1256293,1438.219737,543.9436581,76.27895123,543.9055187,543.9817976,6.629529196,7.271161334,0.403659196,-0.071248666
T_POKEMAN_total_-71,A,aba,u2,a,root,labial,stop,none,none,739.509112,1345.056754,544.1624214,116.4453392,544.1041987,544.2206441,6.605986604,7.204191487,0.380116604,-0.138218513
T_POKEMAN_total_-71,A,aba,u3,a,pref ,none,none,labial,stop,768.2343947,1456.029725,544.5931038,73.79750453,544.556205,544.6300025,6.644094888,7.283468644,0.418224888,-0.058941356
T_POKEMAN_total_-71,A,aba,u3,a,root,labial,stop,none,none,731.4948903,1408.419287,544.8056084,99.76136247,544.7557277,544.8554891,6.595090235,7.250223281,0.369220235,-0.092186719
T_POKEMAN_total_-71,A,aba,u1,a,pref ,none,none,labial,stop,829.5603829,1789.299155,543.2681946,,,,6.720895901,7.489579289,0.495025901,0.147169289
T_POKEMAN_total_-71,A,aba,u2,a,pref ,none,none,labial,stop,757.1256293,1438.219737,543.9436581,,,,6.629529196,7.271161334,0.403659196,-0.071248666
T_POKEMAN_total_-71,A,aba,u2,a,root,labial,stop,none,none,739.509112,1345.056754,544.1624214,,,,6.605986604,7.204191487,0.380116604,-0.138218513
T_POKEMAN_total_-71,A,aba,u3,a,pref ,none,none,labial,stop,768.2343947,1456.029725,544.5931038,,,,6.644094888,7.283468644,0.418224888,-0.058941356
T_POKEMAN_total_-71,A,aba,u3,a,root,labial,stop,none,none,731.4948903,1408.419287,544.8056084,,,,6.595090235,7.250223281,0.369220235,-0.092186719
T_POKEMAN_total_-18,A,abɛɛ,u3,a,pref,none,none,labial,stop,738.9989436,858.3832455,83.35584893,118.2466134,83.29672562,83.41497224,6.605296491,6.755050673,0.379426491,-0.587359327
T_POKEMAN_total_173,A,abwi,u1,a,pref ,none,none,labial,stop,691.9493823,1432.249496,1140.898205,85.30347576,1140.160996,1140.246299,6.539512806,7.267001561,0.313642806,-0.075408439
T_POKEMAN_total_173,A,abwi,u2,a,pref ,none,none,labial,stop,677.4950857,1553.023234,1141.46782,83.05133054,1140.85668,1140.939731,6.518402299,7.347958784,0.292532299,0.005548784
T_POKEMAN_total_173,A,abwi,u3,a,pref ,none,none,labial,stop,673.7719225,1508.354982,1142.331326,63.04364313,1141.436298,1141.499341,6.51289166,7.31877492,0.28702166,-0.02363508
T_POKEMAN_total_158,A,akaranga,u1,a,pref,none,none,velar,stop,617.040339,1557.093616,1009.287213,122.3918377,1008.719113,1008.841505,6.424934401,7.350576296,0.199064401,0.008166296
T_POKEMAN_total_158,A,akaranga,u1,a,root,velar,stop,glottal,stop,677.2565543,1572.046266,1009.471883,121.567378,1008.962248,1009.083815,6.518050159,7.360133404,0.292180159,0.017723404
T_POKEMAN_total_158,A,akaranga,u2,a,pref,none,none,velar,stop,685.7149578,1606.565541,1009.574478,70.10632742,1009.25216,1009.322266,6.530462028,7.381853975,0.304592028,0.039443975
T_POKEMAN_total_158,A,akaranga,u2,a,root,velar,stop,dental,thrill,700.3226093,1600.943398,1009.784797,49.58740232,1009.44709,1009.496677,6.551541099,7.378348358,0.325671099,0.035938358
T_POKEMAN_total_158,A,akaranga,u2,a,root,dental,thrill,dental,nasal,641.8563781,1627.752658,1010.058058,53.00722317,1009.547974,1009.600981,6.464364569,7.394955605,0.238494569,0.052545605
T_POKEMAN_total_158,A,akaranga,u2,a,root,velar,stop,glottal,stop,710.998671,1585.097005,1010.238898,145.3423861,1009.712126,1009.857468,6.566670561,7.368400886,0.340800561,0.025990886
T_POKEMAN_total_158,A,akaranga,u3,a,pref,none,none,velar,stop,685.2991881,1567.061017,1010.353043,75.2360587,1010.02044,1010.095676,6.529855514,7.35695718,0.303985514,0.01454718
T_POKEMAN_total_158,A,akaranga,u3,a,root,velar,stop,dental,thrill,700.1026742,1638.34111,1010.523291,47.05745774,1010.21537,1010.262427,6.551227002,7.401439491,0.325357002,0.059029491
T_POKEMAN_total_158,A,akaranga,u3,a,root,dental,thrill,dental,nasal,639.9892507,1068.482793,1013.757444,52.17266641,1010.326957,1010.379129,6.46145138,6.973994971,0.23558138,-0.368415029
T_POKEMAN_total_158,A,akaranga,u3,a,root,velar,stop,glottal,stop,694.7534985,1616.431424,1014.567448,104.3453328,1010.471118,1010.575463,6.543557104,7.387976174,0.317687104,0.045566174
T_POKEMAN_total_163,A,aɲi,u1,a,pref,none,none,palatal,nasal,696.9703602,1616.453401,1063.798589,115.7119248,1063.039529,1063.155241,6.546742885,7.38798977,0.320872885,0.04557977
T_POKEMAN_total_163,A,aɲi,u2,a,pref,none,none,palatal,nasal,672.4245246,1692.449034,1064.48402,100.0545939,1063.748562,1063.848616,6.510889874,7.433931891,0.285019874,0.091521891
T_POKEMAN_total_163,A,aɲi,u3,a,pref,none,none,palatal,nasal,629.312058,1773.075358,1068.400427,80.81467767,1064.443613,1064.524428,6.444627251,7.480470808,0.218757251,0.138060808
T_POKEMAN_total_144,A,atemi ,u3,a,pref,none,none,dental,stop,640.3902529,1757.962319,885.991378,83.89724796,885.9494294,886.0333266,6.462077761,7.471910644,0.236207761,0.129500644
T_POKEMAN_total_172,A,awalɩ ,u1,a,pref ,none,none,labial,glide,645.1114236,1362.522934,1122.939282,80.72502148,1122.594203,1122.674928,6.469423052,7.217093359,0.243553052,-0.125316641
T_POKEMAN_total_172,A,awalɩ ,u1,a, root ,labial,glide,dental,lateral,601.072137,1516.175123,1123.336382,51.47682529,1122.761503,1122.81298,6.398714956,7.323946076,0.172844956,-0.018463924
T_POKEMAN_total_172,A,awalɩ ,u2,a,pref ,none,none,labial,glide,752.0303493,1567.814688,1123.662909,81.62719988,1123.295569,1123.377196,6.622776681,7.35743801,0.396906681,0.01502801
T_POKEMAN_total_172,A,awalɩ ,u3,a,pref ,none,none,labial,glide,714.6414356,1538.546762,1124.259223,79.35547828,1123.918369,1123.997724,6.571780928,7.338593589,0.345910928,-0.003816411
T_POKEMAN_total_172,A,awalɩ ,u3,a, root ,labial,glide,dental,lateral,503.1068576,1631.687438,1125.865037,33.74791868,1124.118607,1124.152355,6.220802588,7.397369996,-0.005067412,0.054959996
T_POKEMAN_total_-10,A,ba ,u1,a,root,labial,stop,none,none,764.4847581,1570.754119,7.823741845,209.9675565,7.718758067,7.928725624,6.639202088,7.359311114,0.413332088,0.016901114
T_POKEMAN_total_-10,A,ba ,u3,a,root,labial,stop,none,none,727.5987706,1508.228913,9.378755918,188.9492129,9.284281311,9.473230524,6.589749757,7.318691336,0.363879757,-0.023718664
T_POKEMAN_total_-11,A,baaʔ,u1,a,root,labial,stop,glottal,stop,862.370113,1526.718473,10.71713518,196.7529386,10.61875871,10.81551165,6.759684544,7.330875922,0.533814544,-0.011534078
T_POKEMAN_total_-11,A,baaʔ,u2,a,root,labial,stop,glottal,stop,820.9603889,1507.236847,11.48790572,193.6398148,11.39108581,11.58472562,6.710474861,7.318033351,0.484604861,-0.024376649
T_POKEMAN_total_-28,A,bwal,u1,a,root,labial,glide,dental,lateral,666.4772104,1525.648103,174.7512442,110.3477514,174.6960703,174.8064181,6.502005946,7.330174584,0.276135946,-0.012235416
T_POKEMAN_total_-28,A,bwal,u3,a,root,labial,glide,dental,lateral,647.7896999,1577.747562,176.0300917,95.66689896,175.9822582,176.0779251,6.473566106,7.363753515,0.247696106,0.021343515
T_POKEMAN_total_-30,A,ca fwi,u2,a,root,palatal,affricate,none,none,690.8299451,1598.684272,184.8367927,97.8345447,184.7878754,184.88571,6.537893694,7.37693624,0.312023694,0.03452624
T_POKEMAN_total_-30,A,ca fwi,u3,a,root,palatal,affricate,none,none,658.8057434,1584.344224,185.4638079,103.6689094,185.4119734,185.5156423,6.490428716,7.367925862,0.264558716,0.025515862
T_POKEMAN_total_-33,A,ca gbal,u1,a,root,palatal,affricate,none,none,644.4635636,1760.247944,203.6690932,71.02061581,203.6335829,203.7046035,6.468418286,7.473209955,0.242548286,0.130799955
T_POKEMAN_total_-33,A,ca gbal,u1,a,root,labiovelar,stop,dental,lateral,673.5646338,1629.072502,203.836092,63.81055764,203.8041867,203.8679972,6.512583958,7.395766115,0.286713958,0.053356115
T_POKEMAN_total_-33,A,ca gbal,u2,a,root,palatal,affricate,none,none,613.749875,1654.982447,204.3779688,66.71103753,204.3446133,204.4113244,6.419587475,7.411545682,0.193717475,0.069135682
T_POKEMAN_total_-33,A,ca gbal,u2,a,root,labiovelar,stop,dental,lateral,616.0672667,1590.984219,204.5360838,70.234835,204.5009663,204.5712012,6.423356157,7.372108109,0.197486157,0.029698109
T_POKEMAN_total_-33,A,ca gbal,u3,a,root,palatal,affricate,none,none,637.52733,1627.326834,204.9110113,65.65427354,204.8781842,204.9438385,6.457597147,7.394693968,0.231727147,0.052283968
T_POKEMAN_total_-33,A,ca gbal,u3,a,root,labiovelar,stop,dental,lateral,607.5290798,1615.231141,205.0865949,59.84661629,205.0566716,205.1165182,6.409400042,7.387233347,0.183530042,0.044823347
T_POKEMAN_total_184,A,ca keni,u1,a,root,palatal,affricate,none,none,649.6023885,1674.042771,1233.085918,90.88115579,1232.109784,1232.200665,6.476360466,7.422996801,0.250490466,0.080586801
T_POKEMAN_total_184,A,ca keni,u2,a,root,palatal,affricate,none,none,573.4760233,1715.303542,1237.769748,85.41370308,1233.043211,1233.128625,6.351716128,7.447345336,0.125846128,0.104935336
T_POKEMAN_total_184,A,ca keni,u3,a,root,palatal,affricate,none,none,618.436216,1810.598375,1237.93989,85.24149803,1233.884821,1233.970063,6.42719406,7.501412664,0.20132406,0.159002664
T_POKEMAN_total_-31,A,caga,u1,a,root,velar,stop,none,none,740.4842554,1585.884602,192.7606439,176.5794221,192.6723541,192.8489336,6.607304371,7.368897639,0.381434371,0.026487639
T_POKEMAN_total_-31,A,caga,u2,a,root,velar,stop,none,none,709.731266,1572.978506,193.6246419,183.7380474,193.5327729,193.716511,6.5648864,7.360726239,0.3390164,0.018316239
T_POKEMAN_total_-31,A,caga,u3,a,root,palatal,affricate,velar,stop,704.7627397,1707.674903,194.0067096,94.75630607,193.9593315,194.0540878,6.557861207,7.442888018,0.331991207,0.100478018
T_POKEMAN_total_-39,A,cal,u1,a,root,palatal,affricate,dental,lateral,673.5012972,1756.249257,265.439291,97.17290811,265.3907045,265.4878774,6.512489922,7.47093571,0.286619922,0.12852571
T_POKEMAN_total_-39,A,cal,u2,a,root,palatal,affricate,dental,lateral,666.5187102,1780.36167,266.1435582,126.2130875,266.0804517,266.2066648,6.502068212,7.484571808,0.276198212,0.142161808
T_POKEMAN_total_-39,A,cal,u3,a,root,palatal,affricate,dental,lateral,632.8606298,1771.080019,266.7580151,96.79229333,266.7096189,266.8064112,6.450250224,7.47934482,0.224380224,0.13693482
T_POKEMAN_total_-34,A,caŋɩ,u1,a,root,palatal,affricate,velar,nasal,646.8520874,1723.340185,218.5654174,111.5223277,218.5096563,218.6211786,6.472117655,7.452019655,0.246247655,0.109609655
T_POKEMAN_total_-34,A,caŋɩ,u2,a,root,palatal,affricate,velar,nasal,622.9402959,1745.612696,219.3851422,81.93010593,219.3441772,219.4261073,6.434450681,7.464860888,0.208580681,0.122450888
T_POKEMAN_total_-34,A,caŋɩ,u3,a,root,palatal,affricate,velar,nasal,581.1021274,1864.461322,219.9669354,68.7614181,219.9325547,220.0013161,6.36492652,7.530727455,0.13905652,0.188317455
T_POKEMAN_total_-35,A,carɩ,u2,a,root,palatal,affricate,dental,thrill,557.1990113,1881.934528,223.8910584,83.9058329,223.8491054,223.9330113,6.322922467,7.540055531,0.097052467,0.197645531
T_POKEMAN_total_-32,A,cɔga,u3,a,root,velar,stop,none,none,635.9723363,949.9205597,200.8581162,109.3176866,200.8034573,200.912775,6.455155066,6.85637836,0.229285066,-0.48603164
T_POKEMAN_total_-38,A,cɔla,u2,a,root,dental,lateral,none,none,667.9942481,1484.71081,251.8316526,103.3731713,251.779966,251.8833392,6.504279563,7.302975292,0.278409563,-0.039434708
T_POKEMAN_total_-43,A,ɔja ,u1,a,root,palatal,affricate,none,none,769.1871537,1568.706924,305.4978185,148.002772,305.4238171,305.5718198,6.645334313,7.358006944,0.419464313,0.015596944
T_POKEMAN_total_-43,A,ɔja ,u2,a,root,palatal,affricate,none,none,719.7607311,1601.728745,306.3168726,131.3264033,306.2512094,306.3825358,6.578918839,7.378838791,0.353048839,0.036428791
T_POKEMAN_total_-43,A,ɔja ,u3,a,root,palatal,affricate,none,none,622.8327282,1693.98928,306.8587396,120.9045718,306.7982873,306.9191919,6.434277989,7.434841547,0.208407989,0.092431547
T_POKEMAN_total_-44,A,ɔjaŋ,u1,a,root,palatal,affricate,velar,nasal,633.8791321,1629.56165,309.3841095,84.38543029,309.3419168,309.4263022,6.451858293,7.396066331,0.225988293,0.053656331
T_POKEMAN_total_-44,A,ɔjaŋ,u2,a,root,palatal,affricate,velar,nasal,646.8117288,1609.563158,310.0416642,88.88845753,309.99722,310.0861084,6.472055261,7.383718091,0.246185261,0.041308091
T_POKEMAN_total_-44,A,ɔjaŋ,u3,a,root,palatal,affricate,velar,nasal,538.9344218,1757.526284,310.5710342,61.56718631,310.5402506,310.6018178,6.289593897,7.471662579,0.063723897,0.129252579
T_POKEMAN_total_-52,A,ɔman,u1,a,root,labial,nasal,dental,nasal,681.3283796,1376.696654,379.7120263,123.1935905,379.6504295,379.7736231,6.524044392,7.22744218,0.298174392,-0.11496782
T_POKEMAN_total_-52,A,ɔman,u3,a,root,labial,nasal,dental,nasal,670.5672071,1361.283602,380.9282294,61.44344799,380.8975077,380.9589511,6.508123932,7.216183359,0.282253932,-0.126226641
T_POKEMAN_total_-56,A,ɔŋaŋ,u1,a, root ,velar,nasal,velar,nasal,651.5599087,1488.519137,410.8067256,116,410.7487256,410.8647256,6.479369347,7.305537037,0.253499347,-0.036872963
T_POKEMAN_total_-56,A,ɔŋaŋ,u2,a, root ,velar,nasal,velar,nasal,616.1405078,1433.562638,411.500263,102.6607412,411.4489326,411.5515933,6.423475035,7.26791798,0.197605035,-0.07449202
T_POKEMAN_total_-57,A,ɔŋman,u1,a, root ,labiovelar,nasal,dental,nasal,680.652815,1437.334722,415.80679,117.1921187,415.7481939,415.865386,6.52305236,7.27054579,0.29718236,-0.07186421
T_POKEMAN_total_-57,A,ɔŋman,u2,a, root ,labiovelar,nasal,dental,nasal,645.8711459,1415.142301,416.5293609,101.7139143,416.478504,416.5802179,6.470600019,7.254985371,0.244730019,-0.087424629
T_POKEMAN_total_-57,A,ɔŋman,u3,a, root ,labiovelar,nasal,dental,nasal,630.2609456,1390.52475,417.1824481,84.02453791,417.1404358,417.2244604,6.446133933,7.237436473,0.220263933,-0.104973527
T_POKEMAN_total_-59,A,ɔpwal,u2,a,root,labial,glide,dental,lateral,666.3589426,1524.620861,427.9642574,78.9607083,427.924777,428.0037377,6.501828478,7.329501042,0.275958478,-0.012908958
T_POKEMAN_total_-59,A,ɔpwal,u3,a,root,labial,glide,dental,lateral,628.7898411,1464.438831,428.5804139,73.81109689,428.5435084,428.6173195,6.443797085,7.289227398,0.217927085,-0.053182602
T_POKEMAN_total_-38,A,cʋla ,u1,a,root,dental,lateral,none,none,701.6257064,1145.82016,251.1227256,124,251.0607256,251.1847256,6.55340008,7.043875957,0.32753008,-0.298534043
T_POKEMAN_total_-38,A,cʋla ,u3,a,root,dental,lateral,none,none,624.6445537,1506.90866,252.4662166,86.52835881,252.4229524,252.5094808,6.437182774,7.317815586,0.211312774,-0.024594414
T_POKEMAN_total_-63,A,darɩsɩn,u1,a,root,dental,stop,dental,thrill,652.1940288,1731.975635,472.6485888,53.35987439,472.6219089,472.6752688,6.480342108,7.457018021,0.254472108,0.114608021
T_POKEMAN_total_-63,A,darɩsɩn,u2,a,root,dental,stop,dental,thrill,616.1804032,1707.351458,473.4133504,81.46078747,473.37262,473.4540808,6.423539783,7.442698594,0.197669783,0.100288594
T_POKEMAN_total_-63,A,darɩsɩn,u3,a,root,dental,stop,dental,thrill,602.9441735,1749.878034,474.1092473,71.87716541,474.0733087,474.1451859,6.401824611,7.46730137,0.175954611,0.12489137
T_POKEMAN_total_-68,A,fʋŋ gafwi li,u1,a,pref,velar,stop,labial,fricative,510.702125,1133.445999,500.7130696,51.56418992,500.6872875,500.7388517,6.235786495,7.033017828,0.009916495,-0.309392172
T_POKEMAN_total_-68,A,fʋŋ gafwi li,u2,a,pref,velar,stop,labial,fricative,512.9033401,1219.739548,501.5479521,60.05079233,501.5179267,501.5779775,6.240087407,7.10639263,0.014217407,-0.23601737
T_POKEMAN_total_-68,A,fʋŋ gafwi li,u3,a,pref,velar,stop,labial,fricative,476.0404719,1142.728542,502.3042504,48.37424938,502.2800633,502.3284375,6.165502876,7.04117414,-0.060367124,-0.30123586
T_POKEMAN_total_-69,A,fwal,u1,a,root,labial,glide,dental,lateral,571.6862464,1467.027683,517.505474,59.60985456,517.4756691,517.5352789,6.348590321,7.290993648,0.122720321,-0.051416352
T_POKEMAN_total_-69,A,fwal,u3,a,root,labial,glide,dental,lateral,578.9162952,1250.007367,518.8733093,61.71886989,518.8424498,518.9041687,6.361157899,7.130904724,0.135287899,-0.211505276
T_POKEMAN_total_-71,A,gàbà ,u1,a,root,labial,stop,none,none,815.6864364,1502.230083,537.7670448,157.2506171,537.6884195,537.8456701,6.704030012,7.314706005,0.478160012,-0.027703995
T_POKEMAN_total_-71,A,gàbà ,u2,a,pref ,velar,stop,labial,stop,532.1565335,1527.864306,538.2104385,33.70465287,538.1935862,538.2272908,6.276937682,7.331626161,0.051067682,-0.010783839
T_POKEMAN_total_-71,A,gàbà ,u2,a,root,labial,stop,none,none,752.7878265,1458.960436,538.4064577,124.1750369,538.3443701,538.4685452,6.623783417,7.285479431,0.397913417,-0.056930569
T_POKEMAN_total_-71,A,gàbà ,u3,a,pref ,velar,stop,labial,stop,560.6824923,1610.320632,538.8703305,30.15679467,538.8552521,538.8854089,6.329154778,7.384188588,0.103284778,0.041778588
T_POKEMAN_total_-71,A,gàbà ,u3,a,root,labial,stop,none,none,766.8665896,1446.257014,539.0497765,140.6277116,538.9794626,539.1200903,6.642312848,7.276734128,0.416442848,-0.065675872
T_POKEMAN_total_-73,A,gabwɩɩ,u1,a,pref ,velar,stop,labial,stop,577.1415638,1354.906615,563.348287,69.47821797,563.3135479,563.3830261,6.358087581,7.211487812,0.132217581,-0.130922188
T_POKEMAN_total_-73,A,gabwɩɩ,u2,a,pref ,velar,stop,labial,stop,553.0169209,1424.548199,564.0103544,70.45332821,563.9751277,564.045581,6.315388599,7.261609989,0.089518599,-0.080800011
T_POKEMAN_total_-74,A,gaca,u1,a,pref,velar,stop,palatal,affricate,594.0002844,1903.754247,575.1344292,53.50681362,575.1076757,575.1611826,6.386879798,7.551583135,0.161009798,0.209173135
T_POKEMAN_total_-74,A,gaca,u1,a,root,palatal,affricate,none,none,704.4451852,1611.582204,575.3917191,159.3912059,575.3120234,575.4714147,6.557410522,7.384971711,0.331540522,0.042561711
T_POKEMAN_total_-74,A,gaca,u2,a,pref,velar,stop,palatal,affricate,570.8165371,1937.664484,575.9228924,93.99994196,575.8758924,575.9698924,6.347067857,7.569238653,0.121197857,0.226828653
T_POKEMAN_total_-75,A,gafwal,u2,a,root,labial,glide,dental,lateral,639.2392348,1432.595403,588.2866827,73.56517197,588.2499001,588.3234653,6.460278774,7.267243045,0.234408774,-0.075166955
T_POKEMAN_total_-75,A,gafwal,u3,a,pref,velar,stop,labial,fricative,558.0814013,1357.86879,588.7495691,69.98444359,588.7145769,588.7845613,6.324504832,7.213671683,0.098634832,-0.128738317
T_POKEMAN_total_-75,A,gafwal,u3,a,root,labial,glide,dental,lateral,590.3844199,1431.704814,588.9674525,83.78255696,588.9255612,589.0093438,6.380773884,7.266621191,0.154903884,-0.075788809
T_POKEMAN_total_-76,A,gagbɛ,u1,a,pref,velar,stop,labiovelar,stop,609.4174078,1596.609883,591.8858723,63.34778697,591.8541984,591.9175462,6.412503432,7.375637837,0.186633432,0.033227837
T_POKEMAN_total_-76,A,gagbɛ,u2,a,pref,velar,stop,labiovelar,stop,579.3196544,1630.509822,592.6608957,55.17387898,592.6333088,592.6884827,6.361854405,7.396648019,0.135984405,0.054238019
T_POKEMAN_total_-76,A,gagbɛ,u3,a,pref,velar,stop,labiovelar,stop,583.5078028,1661.022156,593.3569733,59.26083297,593.3273429,593.3866038,6.369057824,7.415188448,0.143187824,0.072778448
T_POKEMAN_total_113,A,gakparaga,u1,a,pref,velar,stop,labiovelar,stop,559.7688679,1583.945448,604.7499136,54.71102108,604.7225581,604.7772692,6.327523963,7.367674132,0.101653963,0.025264132
T_POKEMAN_total_113,A,gakparaga,u1,a,root,dental,thrill,velar,stop,638.5535574,1644.377675,605.0037876,49.90642797,604.9788344,605.0287408,6.459205552,7.405117279,0.233335552,0.062707279
T_POKEMAN_total_113,A,gakparaga,u1,a,root,velar,stop,glottal,stop,723.8584627,1611.332158,605.1697803,125.4404811,605.1070601,605.2325005,6.58459588,7.384816543,0.35872588,0.042406543
T_POKEMAN_total_113,A,gakparaga,u2,a,pref,velar,stop,labiovelar,stop,638.7708556,1609.835129,605.419331,62.04582937,605.3883081,605.4503539,6.459545792,7.383887048,0.233675792,0.041477048
T_POKEMAN_total_113,A,gakparaga,u2,a,root,labiovelar,stop,dental,thrill,646.3170692,1476.249077,605.5771432,35.06938182,605.5596085,605.5946779,6.471290203,7.297259742,0.245420203,-0.045150258
T_POKEMAN_total_113,A,gakparaga,u2,a,root,dental,thrill,velar,stop,647.6997393,1665.777466,605.6587469,49.90642797,605.6337937,605.6837002,6.473427224,7.41804724,0.247557224,0.07563724
T_POKEMAN_total_113,A,gakparaga,u2,a,root,velar,stop,glottal,stop,689.6120189,865.2661544,605.8200169,115.82727,605.7621033,605.8779306,6.536129148,6.763037153,0.310259148,-0.579372847
T_POKEMAN_total_113,A,gakparaga,u3,a,root,labiovelar,stop,dental,thrill,630.5396901,1372.054867,606.2126691,37.76702658,606.1937856,606.2315526,6.446576104,7.224064798,0.220706104,-0.118345202
T_POKEMAN_total_113,A,gakparaga,u3,a,root,dental,thrill,velar,stop,603.8665788,1605.507622,606.2960156,40.46467133,606.2757832,606.3162479,6.403353278,7.381195261,0.177483278,0.038785261
T_POKEMAN_total_113,A,gakparaga,u3,a,root,velar,stop,glottal,stop,691.2506321,1520.416411,606.4532341,124.4690615,606.3909996,606.5154687,6.538502467,7.326739531,0.312632467,-0.015670469
T_POKEMAN_total_114,A,gakpɛ,u3,a,pref,velar,stop,labiovelar,stop,543.991439,1646.469217,613.4790647,54.30743232,613.451911,613.5062185,6.29893351,7.406388406,0.07306351,0.063978406
T_POKEMAN_total_-62,A,galɛ?,u1,a,root,velar,stop,dental,lateral,718.9022301,1647.23499,451.4757266,112.1557524,451.4196487,451.5318045,6.577725368,7.406853398,0.351855368,0.064443398
T_POKEMAN_total_-62,A,galɛ?,u2,a,root,velar,stop,dental,lateral,735.8652089,1653.794561,452.1380518,109.1245159,452.0834895,452.192614,6.601046962,7.41082766,0.375176962,0.06841766
T_POKEMAN_total_-62,A,galɛ?,u3,a,root,velar,stop,dental,lateral,732.9746037,1707.562355,452.897348,69.66141998,452.8625173,452.9321787,6.597111054,7.442822109,0.371241054,0.100412109
T_POKEMAN_total_115,A,galɛ?,u1,a,root,velar,stop,dental,lateral,626.3582171,1849.541759,617.7666464,59.36123337,617.7369658,617.796327,6.439922439,7.52269319,0.214052439,0.18028319
T_POKEMAN_total_115,A,galɛ?,u2,a,root,velar,stop,dental,lateral,617.4248643,1762.796045,618.5316407,103.3536789,618.4799639,618.5833176,6.425557384,7.474656489,0.199687384,0.132246489
T_POKEMAN_total_115,A,galɛ?,u3,a,root,velar,stop,dental,lateral,609.8443623,1795.717699,619.2246846,90.72156256,619.1793238,619.2700454,6.413203781,7.493160053,0.187333781,0.150750053
T_POKEMAN_total_223,A,galɛ?,u2,a,root,velar,stop,dental,lateral,615.1944057,1821.983246,1582.138553,92.6303909,1581.299786,1581.392417,6.421938325,7.507680882,0.196068325,0.165270882
T_POKEMAN_total_223,A,galɛ?,u3,a,root,velar,stop,dental,lateral,597.1398311,1816.454918,1588.204552,76.5207577,1582.100293,1582.176813,6.392151309,7.504642033,0.166281309,0.162232033
T_POKEMAN_total_117,A,gaɲɛ,u1,a,root,velar,stop,palatal,nasal,621.0848822,1882.785679,645.179682,66.08731809,645.1466383,645.2127256,6.431467759,7.540507703,0.205597759,0.198097703
T_POKEMAN_total_117,A,gaɲɛ,u2,a,root,velar,stop,palatal,nasal,596.6911152,1766.233816,646.0097256,66,645.9767256,646.0427256,6.391399585,7.476604771,0.165529585,0.134194771
T_POKEMAN_total_117,A,gaɲɛ,u3,a,root,velar,stop,palatal,nasal,590.7150325,1767.314837,646.8703303,78.17047817,646.831245,646.9094155,6.381333723,7.477216632,0.155463723,0.134806632
T_POKEMAN_total_118,A,gaŋmagaŋmal,u1,a,pref,velar,stop,labiovelar,nasal,643.5381599,1538.64799,652.3887651,47.51235325,652.365009,652.4125213,6.466981326,7.338659381,0.241111326,-0.003750619
T_POKEMAN_total_118,A,gaŋmagaŋmal,u1,a,root,labiovelar,nasal,velar,stop,629.8875056,1451.239517,652.5134851,68.02905125,652.4794705,652.5474996,6.445541241,7.28017331,0.219671241,-0.06223669
T_POKEMAN_total_118,A,gaŋmagaŋmal,u1,a,root,velar,stop,labiovelar,nasal,654.1049007,1526.986183,652.613369,53.99131052,652.5863733,652.6403646,6.483267737,7.331051257,0.257397737,-0.011358743
T_POKEMAN_total_118,A,gaŋmagaŋmal,u1,a,root,labiovelar,nasal,dental,lateral,629.0615938,1557.767163,652.7407885,60.47026778,652.7105533,652.7710236,6.444229175,7.351008769,0.218359175,0.008598769
